Date,Open,High,Low,Close,Volume,Adj close
2007-06-21,49.000000,49.000000,49.000000,49.000000,0,49.000000
2007-06-22,49.000000,49.000000,49.000000,49.000000,0,49.000000
2007-06-25,49.000000,49.000000,49.000000,49.000000,0,49.000000
2007-06-26,48.230000,48.419998,48.230000,48.230000,0,48.230000
2007-06-27,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-06-28,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-06-29,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-07-02,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-07-03,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-07-04,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-07-05,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-07-06,47.900002,47.900002,47.900002,47.900002,0,47.900002
2007-07-09,48.330002,48.330002,48.330002,48.330002,0,48.330002
2007-07-10,48.330002,48.330002,48.330002,48.330002,0,48.330002
2007-07-11,48.340000,48.430000,48.340000,48.340000,0,48.340000
2007-07-12,48.340000,48.340000,48.340000,48.340000,0,48.340000
2007-07-13,48.340000,48.340000,48.340000,48.340000,0,48.340000
2007-07-16,48.340000,48.340000,48.340000,48.340000,0,48.340000
2007-07-17,48.290001,48.290001,48.290001,48.290001,0,48.290001
2007-07-18,48.290001,48.290001,48.290001,48.290001,0,48.290001
2007-07-19,48.900002,48.900002,48.799999,48.900002,0,48.900002
2007-07-20,48.900002,48.900002,48.900002,48.900002,0,48.900002
2007-07-23,49.529999,49.660000,49.529999,49.529999,0,49.529999
2007-07-24,49.299999,49.299999,49.299999,49.299999,0,49.299999
2007-07-25,49.349998,49.439999,49.349998,49.349998,0,49.349998
2007-07-26,49.349998,49.349998,49.349998,49.349998,0,49.349998
2007-07-27,49.349998,49.349998,49.349998,49.349998,0,49.349998
2007-07-30,49.349998,49.599998,48.619999,49.349998,0,49.349998
2007-07-31,48.619999,48.619999,48.619999,48.619999,0,48.619999
2007-08-01,48.490002,48.490002,48.480000,48.490002,0,48.490002
2007-08-02,48.490002,48.490002,48.490002,48.490002,0,48.490002
2007-08-03,48.490002,48.490002,48.490002,48.490002,0,48.490002
2007-08-06,48.490002,48.490002,48.490002,48.490002,0,48.490002
2007-08-07,48.490002,48.490002,48.490002,48.490002,0,48.490002
2007-08-08,48.490002,48.490002,48.490002,48.490002,0,48.490002
2007-08-09,48.490002,48.490002,48.490002,48.490002,0,48.490002
2007-08-10,48.700001,48.700001,48.700001,48.700001,0,48.700001
2007-08-13,49.150002,49.250000,49.150002,49.230000,0,49.230000
2007-08-14,49.029999,49.029999,49.029999,49.029999,0,49.029999
2007-08-16,49.029999,49.029999,49.029999,49.029999,0,49.029999
2007-08-17,49.049999,49.049999,49.049999,49.049999,0,49.049999
2007-08-20,49.049999,49.049999,49.049999,49.049999,0,49.049999
2007-08-21,49.049999,49.049999,49.049999,49.049999,0,49.049999
2007-08-22,48.580002,48.580002,48.580002,48.580002,0,48.580002
2007-08-23,48.580002,48.580002,48.580002,48.580002,0,48.580002
2007-08-24,48.580002,48.580002,48.580002,48.580002,0,48.580002
2007-08-27,48.580002,48.580002,48.580002,48.580002,0,48.580002
2007-08-28,49.119999,49.119999,49.119999,49.119999,0,49.119999
2007-08-29,49.119999,49.119999,49.119999,49.119999,0,49.119999
2007-08-30,49.000000,49.000000,49.000000,49.000000,0,49.000000
2007-08-31,49.009998,49.040001,49.009998,49.040001,0,49.040001
2007-09-03,49.000000,49.439999,49.000000,49.439999,0,49.439999
2007-09-04,49.439999,49.439999,49.439999,49.439999,0,49.439999
2007-09-05,50.250000,50.250000,50.250000,50.250000,0,50.250000
2007-09-06,50.240002,50.240002,50.240002,50.240002,0,50.240002
2007-09-07,50.939999,51.180000,50.840000,51.070000,0,51.070000
2007-09-10,50.959999,50.959999,50.959999,50.959999,0,50.959999
2007-09-11,51.119999,51.119999,51.000000,51.040001,0,51.040001
2007-09-12,51.470001,51.470001,51.000000,51.000000,0,51.000000
2007-09-13,51.070000,51.180000,50.970001,51.180000,0,51.180000
2007-09-14,50.849998,51.040001,50.849998,50.970001,0,50.970001
2007-09-17,51.419998,51.590000,51.299999,51.590000,0,51.590000
2007-09-18,51.610001,51.650002,51.320000,51.349998,0,51.349998
2007-09-19,51.570000,51.630001,51.549999,51.549999,0,51.549999
2007-09-20,51.639999,52.200001,51.639999,52.200001,0,52.200001
2007-09-21,52.240002,52.240002,52.099998,52.230000,0,52.230000
2007-09-24,52.049999,52.200001,51.849998,51.849998,0,51.849998
2007-09-25,51.660000,51.660000,51.279999,51.610001,0,51.610001
2007-09-26,52.000000,52.200001,51.320000,51.619999,0,51.619999
2007-09-27,51.619999,51.619999,51.619999,51.619999,0,51.619999
2007-09-28,52.070000,52.070000,52.070000,52.070000,0,52.070000
2007-10-01,52.000000,52.400002,52.000000,52.400002,0,52.400002
2007-10-02,51.720001,51.840000,51.439999,51.439999,0,51.439999
2007-10-03,51.500000,51.500000,51.500000,51.500000,0,51.500000
2007-10-04,51.380001,51.380001,51.380001,51.380001,0,51.380001
2007-10-05,52.139999,52.209999,51.849998,51.980000,0,51.980000
2007-10-08,52.430000,52.430000,52.080002,52.200001,0,52.200001
2007-10-09,52.130001,52.540001,52.130001,52.540001,0,52.540001
2007-10-10,52.529999,52.619999,52.470001,52.540001,0,52.540001
2007-10-11,52.610001,52.730000,52.470001,52.660000,0,52.660000
2007-10-12,52.790001,52.799999,52.709999,52.709999,0,52.709999
2007-10-15,53.320000,53.320000,53.259998,53.299999,0,53.299999
2007-10-16,53.310001,56.500000,53.299999,53.299999,0,53.299999
2007-10-17,53.380001,53.590000,53.230000,53.419998,0,53.419998
2007-10-18,53.200001,53.400002,53.200001,53.389999,0,53.389999
2007-10-19,53.779999,53.779999,53.250000,53.349998,0,53.349998
2007-10-22,55.900002,55.900002,52.700001,52.709999,0,52.709999
2007-10-23,52.709999,52.709999,52.709999,52.709999,0,52.709999
2007-10-24,54.500000,54.500000,53.099998,54.000000,0,54.000000
2007-10-25,53.500000,53.580002,53.490002,53.500000,0,53.500000
2007-10-26,54.000000,54.110001,53.900002,53.930000,0,53.930000
2007-10-29,54.000000,55.910000,54.000000,54.590000,0,54.590000
2007-10-30,54.459999,54.459999,54.320000,54.430000,0,54.430000
2007-10-31,54.020000,54.900002,54.020000,54.700001,0,54.700001
2007-11-01,54.900002,55.000000,54.900002,55.000000,0,55.000000
2007-11-02,54.529999,55.000000,54.430000,54.770000,0,54.770000
2007-11-05,56.000000,56.000000,55.360001,55.529999,0,55.529999
2007-11-06,56.400002,56.400002,56.400002,56.400002,0,56.400002
